psraid,sample,lang,fips,state,cregion,density,usr,pial1,eminuse,intmob,pialql1,ql1a,qc1,smart1,pial2,pial3,pial4,pial5a,pial5b,pial5c,pial5d,pial5e,pial5f,pial6,pial7,pial8a,pial8b,pial8c,pial8d,pial9,pial10,pial11,pial12,SmartPhone,ql1,hh1,employ,par,sex,age,educ2,hisp,race,inc,income,reg,party,partyln,raceos,iphoneuse,hphoneuse,weight,standwt
201984,2,1,39143,39,2,2,R,1,1,2, , ,1,2,2, , ,1,1,1,2,2,3,1,2001,1,1,2,1,1,1,1,1,2, ,2,3,2,1,67,3,2,1,2,1,1,3,1, ,2,2,2,.65273600851282
201990,2,1,37067,37,3,3,S,1,1,1, , ,2,1,1,8,1,1, ,1,1,1,6,1,2002,2,2,2,2,5,1,1,1,1, ,2,1,2,2,51,3,2,1,99,9,1,1, , ,3,3,4.84375,1.58084502061698
201993,2,2,6097,6,4,2,U,1,1,1, , ,2,1,1,1,2,3, ,3,3,3,3, ,2011,2,2,2,2,1,1,2,2,1, ,6,3,1,2,24,3,1,1,2,1,3,3,1, ,3,3,3.21875,1.05049701370032
202008,2,1,51087,51,3,4,S,1,1,1, , ,1,1,1,1,2,1,2,2,1,1,2,1,1995,1,2,2,1,2,1,1,1,1, ,4,3,9,2,57,6,1,1,4,2,1,2, , ,2,2,1.875,.611940007980768
202009,2,1,40109,40,3,4,U,1,1,2, , ,2,8,1,1,2,3, ,4,4,4,4, ,2000,2,2,2,2,5,1,1,1,2, ,1,1,1,1,40,3,1,1,4,2,1,3,9, ,3,3,5,1.63184002128205
202013,2,1,48029,48,3,4,U,1,1,1, , ,1,1,1,1,2,1,3,1,1,3,3,2,1998,2,2,1,1,1,1,1,1,1, ,3,2,2,1,21,4,1,1,8,4,2,3,9, ,2,2,3.875,1.26467601649359
202016,2,1,55087,55,2,2,S,1,1,2, , ,1,2,1,1,2,2,3,3,3,3,4, ,2009,2,2,2,2,1,1,1,1,2, ,1,2,2,1,59,3,2,1,6,3,1,3,2, ,2,2,1.4375,.469154006118589
202019,2,2,53053,53,4,3,S,2,2,1, , ,2,1,1,1,2,2, ,2,1,4,4,1,2013,2,2,2,2,1,1,1,1,1, ,2,3,1,2,30,2,1,1,4,2,3,3,2, ,3,3,5.15625,1.68283502194711
202029,2,1,51053,51,3,1,S,2,2,2, , ,2,8, , , ,1, ,2, , , , , , , , , , , , , ,2, ,2,3,2,2,50,3,2,1,2,1,1,3,9, ,3,3,3.96875,1.29527301689263
202030,2,1,54079,54,3,2,S,1,1,1, , ,1,1,1,1,2,1,2,1,1,1,2,2,1987,2,2,2,9,1,1,1,1,1, ,2,3,2,2,65,6,2,2,6,3,3,2, , ,2,2,1.40625,.458955005985576
202038,2,1,13305,13,3,1,R,2,2,2, , ,1,2, , , ,4,4,4, , , , , , , , , , , , , ,2, ,2,3,2,2,80,1,2,2,2,1,1,2, , ,2,2,2.03125,.662935008645832
202040,2,1,42129,42,1,3,S,2,2,8, , ,2,2, , , ,1, ,1, , , , , , , , , , , , , ,2, ,2,3,2,1,42,4,2,1,99,9,2,3,9, ,3,3,6.5625,2.14179002793269
202041,2,1,34039,34,1,5,S,1,1,2, , ,2,2,2, , ,1, ,1,3,3,3, ,2012,2,2,2,2,5,8,2,1,2, ,4,1,2,1,57,5,2,1,4,2,1,3,1, ,3,3,5.03125,1.64203902141506
202053,2,2,48029,48,3,4,U,2,1,1, , ,2,8,2, , ,1, ,3,3,4,3, ,2010,2,1,2,1,1,1,1,1,2, ,2,1,1,1,33,2,1,9,3,1,3,3,1, ,3,3,4.125,1.34626801755769
202058,2,1,34021,34,1,4,S,1,1,2, , ,2,2,1,2,2,4, ,4,2,4,4,1,2002,1,1,1,1,3,3,3,3,2, ,3,3,1,1,20,2,1,1,1,1,3,4,9, ,3,3,3.59375,1.17288501529647
202063,2,1,51107,51,3,3,S,1,1,1, , ,1,1,1,1,1,3,4,1,1,1,4,1,2000,1,1,2,1,1,1,2,1,1, ,2,1,2,2,52,8,9,9,7,4,1,9,9, ,2,2,2.03125,.662935008645832
202068,2,1,25027,25,1,3,S,1,1,1, , ,2,2,1,1,1,4, ,4,1,1,4,1,1983,2,2,2,2,4,4,1,1,2, ,2,3,2,1,55,6,2,1,6,3,1,3,1, ,3,3,2.5625,.83631801090705
202071,2,1,5119,5,3,3,U,1,1,1, , ,2,1,1,1,1,1, ,1,1,1,2,1,1993,1,2,2,1,1,1,1,1,1, ,2,1,2,1,59,8,2,1,8,4,1,3,9, ,3,3,2.15625,.703731009177884
202072,2,1,29019,29,2,2,S,2,2,2, , ,1,2, , , ,1,2,2, , , , , , , , , , , , , ,2, ,2,3,2,2,69,3,2,1,99,9,1,9,9, ,2,2,1.9375,.632338008246794
202074,2,1,5143,5,3,2,S,1,1,1, , ,2,1,1,1,4,1, ,3,1,3,1,3,1993,1,1,1,1,1,1,1,1,1, ,2,3,2,1,60,8,2,4,7,4,1,2, , ,3,3,3.09375,1.00970101316827
202079,2,1,48091,48,3,2,S,2,2,2, , ,2,2, , , ,2, ,3, , , , , , , , , , , , , ,2, ,4,3,2,2,67,2,1,1,2,1,1,2, , ,3,3,2.59375,.846517011040063
202098,2,1,45019,45,3,3,S,1,1,1, , ,1,2,1,1,4,1,4,1,1,1,1,2,1995,2,2,2,1,1,1,1,1,2, ,2,3,2,2,72,8,2,1,6,3,1,3,1, ,2,2,1.34375,.438557005719551
202105,2,1,20091,20,2,4,U,1,9,1, , ,2,1,1,1,1,4, ,4,4,4,4, ,2000,2,2,2,2,1,9,1,1,1, ,3,1,2,1,63,5,2,1,9,4,1,1, , ,3,3,3.78125,1.23407901609455
202106,2,1,48183,48,3,3,U,1,1,1, , ,1,1,1,1,1,1,3,1,1,1,4,1,2000,1,2,1,1,1,1,1,1,1, ,2,1,1,1,44,3,2,1,8,4,1,1, , ,2,2,3.46875,1.13208901476442
202109,2,1,29027,29,2,1,S,2,2,1, , ,2,1,2, , ,4, ,2,4,4,4, ,2005,2,2,2,2,2,1,1,1,1, ,2,1,2,1,53,3,2,1,6,3,1,4,9, ,3,3,3.71875,1.21368101582852
202112,2,2,12011,12,3,4,S,1,1,9, , ,2,2,2, , ,1, ,3,4,4,4, ,8888,1,8,2,8,1,1,3,1,2, ,3,1,1,1,79,9,1,1,4,2,3,3,9, ,3,3,3.09375,1.00970101316827
202119,2,1,48479,48,3,1,U,1,1,1, , ,2,1,1,1,4,2, ,4,4,4,4, ,1996,1,1,2,1,1,1,3,1,1, ,2,3,2,1,55,6,1,1,6,3,2,3,1, ,3,3,1.59375,.520149006783653
202123,2,1,42027,42,1,2,S,1,1,1, , ,2,1,1,1,1,3, ,3,1,1,2,1,1997,1,1,1,1,1,3,2,1,1, ,2,1,1,1,99,4,1,1,6,3,1,3,1, ,3,3,4.65625,1.51965101981891
202134,2,1,6037,6,4,5,U,1,1,1, , ,2,1,1,1,1,2, ,1,1,1,3,1,2003,1,2,2,1,1,1,1,1,1, ,2,1,2,1,26,6,2,2,9,4,1,3,2, ,3,3,5.09375,1.66243702168109
202140,2,1,42101,42,1,5,U,2,1,1, , ,2,1,1,1,2,1, ,1,1,1,1,1,2007,2,1,1,2,1,2,1,1,1, ,2,2,2,1,27,6,1,1,8,4,1,1, , ,3,3,4.28125,1.39726301822275
202143,2,1,22033,22,3,4,U,2,1,1, , ,2,1,2, , ,2, ,3,4,4,4, ,2006,2,2,2,1,1,1,1,1,1, ,3,3,2,1,19,3,2,2,1,1,2,3,2, ,3,3,3.96875,1.29527301689263
202151,2,1,47105,47,3,2,S,2,2,2, , ,1,2, , , ,1,2,4, , , , , , , , , , , , , ,2, ,2,3,2,2,76,2,2,1,1,1,3,1, , ,2,2,1.8125,.591542007714743
202154,2,1,17031,17,2,5,U,1,1,1, , ,2,1,1,1,2,2, ,1,1,1,2,1,1995,1,1,2,1,1,1,1,1,1, ,2,3,1,2,43,6,2,1,99,3,1,2, , ,3,3,6.125,1.99900402607051
202166,2,1,12011,12,3,4,S,1,1,1, , ,2,1,1,1,1,3, ,2,2,2,3,1,1998,1,1,1,1,1,1,1,1,1, ,2,2,2,2,25,6,1,1,3,1,3,2, , ,3,3,4.15625,1.3564670176907
202168,2,1,12091,12,3,2,U,1,1,2, , ,2,2,1,2,1,1, ,3,1,3,4,1,2001,2,2,2,2,1,8,1,1,2, ,2,1,2,1,65,6,2,1,6,3,1,1, , ,3,3,1.625,.530348006916666
202179,2,1,36109,36,1,2,S,1,1,2, , ,1,2,1,1,1,4,3,2,1,1,4,1,1992,2,2,2,1,1,1,1,1,2, ,3,1,2,1,65,8,2,1,8,4,1,2, , ,2,2,1.5625,.50995000665064
202193,2,1,18127,18,2,3,S,1,1,1, , ,1,1,2, , ,2,4,2,2,4,4,1,1999,1,2,2,1,3,1,1,1,1, ,2,2,2,2,34,6,2,3,3,1,1,1, , ,2,2,5,1.63184002128205
202198,2,2,17031,17,2,5,U,1,1,1, , ,2,1,2, , ,1, ,1,1,2,2,1,2000,1,2,2,1,1,1,1,1,1, ,2,2,2,2,61,3,1,1,3,1,1,2, , ,3,3,4.625,1.5094520196859
202216,2,1,5031,5,3,2,U,1,1,1, , ,1,1,1,1,2,2,1,3,3,4,4, ,1990,1,2,2,1,2,1,1,1,1, ,1,3,2,1,35,3,2,1,1,1,2,3,9, ,2,2,1.90625,.622139008113781
202221,2,1,5007,5,3,2,U,2,2,2, , ,1,2, , , ,2,3,3, , , , , , , , , , , , , ,2, ,2,3,2,1,63,4,2,1,99,9,1,3,9, ,2,2,1.9375,.632338008246794
202222,2,1,39035,39,2,5,S,1,1,1, , ,1,1,1,1,1,1,2,2,1,1,1,2,1979,1,1,1,1,1,1,1,1,1, ,2,3,2,1,68,4,2,1,7,4,1,3,2, ,2,2,2.4375,.795522010374999
202228,2,1,34015,34,1,4,S,1,1,1, , ,1,1,1,1,1,1,3,1,1,1,3,1,1991,1,2,2,1,1,1,1,1,1, ,2,1,1,2,40,8,2,1,8,4,1,2, , ,2,2,3.71875,1.21368101582852
202232,2,2,12086,12,3,4,U,1,1,1, , ,2,8,1,1,1,1, ,1,1,1,1,2,2010,1,1,2,1,1,1,1,1,2, ,2,1,1,1,32,1,1,6,4,2,3,1, ,HISPANIC,3,3,4.125,1.34626801755769
202234,2,1,24027,24,3,4,S,2,2,1, , ,1,8,1,1,1,4,4,4,4,4,4, ,2007,8,2,2,1,1,1,1,1,2, ,2,2,2,1,18,2,2,1,99,9,1,1, , ,2,2,2.09375,.683333008911858
202240,2,1,47123,47,3,1,S,1,1,1, , ,2,1,1,1,4,1, ,1,1,3,3,1,2003,1,1,2,8,1,1,2,1,1, ,2,3,1,2,33,3,2,1,3,1,1,2, , ,3,3,4.3125,1.40746201835577
202245,2,1,49049,49,4,2,U,1,1,1, , ,2,1,1,1,1,4, ,1,1,1,3,1,1994,1,1,1,1,1,1,1,1,1, ,4,3,2,1,37,6,2,1,3,1,3,1, , ,3,3,2.9375,.958706012503204
202262,2,1,22079,22,3,1,S,1,1,1, , ,1,1,1,1,2,4,4,1,1,4,6,1,2005,1,1,1,1,1,1,1,3,1, ,9,3,1,1,45,4,2,2,1,1,1,9,9, ,2,2,3.03125,.989303012902242
202272,2,1,29001,29,2,1,R,1,1,1, , ,2,2,1,1,2,2, ,1,2,2,2,2,2003,1,2,2,1,1,1,1,1,2, ,2,1,1,1,31,3,2,1,5,2,1,3,1, ,3,3,3.9375,1.28507401675961
202290,2,1,34037,34,1,2,S,2,2,2, , ,1,2, , , ,4,4,3, , , , , , , , , , , , , ,2, ,2,2,2,1,71,2,2,1,4,2,1,1, , ,2,2,2.28125,.744527009709935
202295,2,1,9009,9,1,4,S,1,1,1, , ,1,1,1,1,2,1,4,1,1,1,1,2,1992,1,2,2,2,1,1,1,1,1, ,2,1,1,1,40,4,1,2,9,4,1,1, , ,2,2,4.375,1.42786001862179
202300,2,2,17031,17,2,5,U,2,2,2, , ,2,2, , , ,1, ,1, , , , , , , , , , , , , ,2, ,1,3,2,2,67,1,1,1,1,1,1,2, , ,3,3,3.78125,1.23407901609455
202304,2,1,6067,6,4,4,S,1,1,2, , ,1,2,2, , ,1,1,4,4,4,4, ,1961,1,2,2,1,1,1,1,2,2, ,5,3,2,1,62,6,2,2,6,3,1,2, , ,2,2,2.21875,.724129009443909
202308,2,1,45045,45,3,3,S,2,2,2, , ,2,2, , , ,4, ,1, , , , , , , , , , , , , ,2, ,2,3,2,2,76,4,2,1,3,1,3,4,9, ,3,3,2.625,.856716011173076
202328,2,1,29211,29,2,1,R,1,2,2, , ,2,2, , , ,2, ,3, , , , , , , , , , , , , ,2, ,2,1,1,1,52,6,2,1,4,2,1,2, , ,3,3,2.09375,.683333008911858
202331,2,1,9003,9,1,4,U,1,1,1, , ,2,1,1,1,2,2, ,2,2,2,3,1,1999,1,1,1,1,1,3,1,1,1, ,3,2,2,1,25,3,1,1,3,1,3,3,9, ,3,3,4.96875,1.62164102114904
202334,2,1,12095,12,3,4,S,1,1,2, , ,1,2,1,1,4,1,3,3,1,1,4,2,1998,1,2,2,1,1,1,1,1,2, ,2,3,2,2,64,6,2,1,7,4,1,1, , ,2,2,1.65625,.540547007049679
202339,2,1,55101,55,2,3,S,1,1,1, , ,2,1,1,1,1,1, ,1,2,2,2,3,2000,2,2,2,2,1,1,1,1,1, ,2,1,1,2,30,5,1,1,4,2,1,3,2, ,3,3,6.5625,2.14179002793269
202340,2,1,6013,6,4,4,U,1,1,1, , ,1,1,1,1,2,4,4,2,1,1,4,1,2006,1,1,2,1,1,1,1,1,1, ,1,3,2,2,21,3,2,1,8,4,1,1, , ,2,2,1.625,.530348006916666
202343,2,1,18113,18,2,2,R,2,1,1, , ,2,1,8, , ,1, ,3,3,3,4, ,2000,1,2,2,2,1,1,1,1,1, ,1,1,2,1,40,3,2,1,5,2,3,3,2, ,3,3,5.125,1.6726360218141
202348,2,1,48201,48,3,5,U,1,1,1, , ,2,1,1,1,1,1, ,1,1,1,1,2,1998,1,1,2,1,1,1,1,1,1, ,3,2,2,1,22,3,2,1,9,4,1,3,1, ,3,3,3.90625,1.2748750166266
202356,2,1,48201,48,3,5,U,1,1,1, , ,2,1,1,1,1,6, ,2,1,3,4,1,1998,1,1,2,1,1,1,1,1,1, ,1,1,2,1,48,6,2,1,5,2,2,3,9, ,3,3,2.84375,.928109012104165
202374,2,1,13025,13,3,1,S,2,2,2, , ,2,2, , , ,2, ,1, , , , , , , , , , , , , ,2, ,1,3,2,2,79,3,2,1,2,1,1,1, , ,3,3,2.6875,.877114011439101
202393,2,1,26163,26,2,5,U,1,1,1, , ,2,1,1,1,2,3, ,2,2,2,4,1,1998,1,1,1,1,2,1,1,1,1, ,2,3,1,2,34,5,2,2,2,1,1,2, , ,3,3,6.5625,2.14179002793269
202396,2,1,19103,19,2,2,U,1,1,1, , ,2,1,1,1,1,4, ,3,2,1,4,1,2000,1,2,2,2,1,1,1,1,1, ,2,1,2,1,24,6,2,1,2,1,3,2, , ,3,3,2.25,.734328009576922
202405,2,1,48485,48,3,2,U,1,1,1, , ,1,1,1,1,1,4,4,3,2,3,4,1,1994,2,2,2,2,1,1,1,1,1, ,2,1,1,1,35,3,2,1,6,3,1,1, , ,2,2,3.03125,.989303012902242
202420,2,2,6029,6,4,1,U,2,2,2, , ,1,2, , , ,3,2,3, , , , , , , , , , , , , ,2, ,5,1,2,1,47,3,1,1,5,2,3,1, , ,2,2,2.6875,.877114011439101
202422,2,1,32003,32,4,2,S,1,1,1, , ,1,1,1,1,1,1,3,1,1,1,3,1,1994,1,2,2,2,1,1,1,1,1, ,2,1,1,2,49,8,2,1,8,4,1,3,2, ,2,2,1.90625,.622139008113781
202423,2,1,48141,48,3,3,U,1,2,1, , ,2,2,2, , ,3, ,4,4,4,4, ,8888,2,2,2,2,2,1,1,1,2, ,2,3,2,1,68,3,1,1,2,1,1,2, , ,3,3,3.0625,.999502013035255
202425,2,1,41051,41,4,4,U,2,1,1, , ,2,1,1,1,2,1, ,4,4,4,4, ,8888,2,2,2,2,1,1,3,1,1, ,1,3,2,1,50,4,2,1,1,1,1,3,9, ,3,3,5.3125,1.73383002261218
202442,2,1,40051,40,3,1,S,1,1,1, , ,2,1,2, , ,4, ,2,2,2,4,1,2004,2,2,2,1,1,1,2,1,1, ,1,1,1,1,44,6,2,1,7,4,1,1, , ,3,3,2.53125,.826119010774037
202446,2,1,47161,47,3,1,S,1,1,2, , ,1,1,2, , ,3,3,3,3,4,4, ,2005,1,2,2,1,2,1,1,1,1, ,2,3,1,2,40,5,2,1,6,3,3,2, , ,2,2,3.875,1.26467601649359
202448,2,1,47157,47,3,4,S,1,1,1, , ,2,1,1,1,1,4, ,2,3,3,1, ,2000,1,2,2,1,1,1,1,1,1, ,1,1,2,1,26,6,2,2,3,1,1,3,2, ,3,3,4,1.30547201702564
202466,2,1,4027,4,4,1,S,1,1,1, , ,2,8,1,1,2,1, ,1,1,1,3,2,2000,1,1,2,1,1,1,1,1,2, ,2,3,2,2,72,4,2,1,99,3,1,2, , ,3,3,2.3125,.754726009842948
202475,2,1,17031,17,2,5,U,1,1,1, , ,2,1,2, , ,3, ,1,1,4,4,2,1995,2,2,2,1,2,2,3,2,1, ,3,3,1,2,52,4,1,2,1,1,3,2, , ,3,3,5.6875,1.85621802420833
202477,2,1,1103,1,3,2,U,1,1,1, , ,2,1,1,1,1,1, ,1,1,3,2,2,2001,1,2,2,1,2,3,1,2,1, ,2,2,1,2,22,4,2,2,2,1,1,2, , ,3,3,5.75,1.87661602447436
202494,2,2,48453,48,3,4,U,1,1,1, , ,1,1,1,1,1,2,2,1,1,1,3,3,1998,1,2,1,1,3,1,3,1,1, ,3,1,1,1,28,5,1,1,2,1,1,4,1, ,2,2,5.34375,1.74402902274519
202500,2,1,6017,6,4,1,S,1,1,1, , ,1,1,1,1,2,1,1,1,5,5,5,2,1990,1,2,2,1,1,1,1,1,1, ,2,3,2,2,54,4,2,1,2,1,1,3,9, ,2,2,2.75,.897512011705127
202502,2,1,28077,28,3,1,R,1,1,1, , ,2,2,1,2,2,1, ,4,1,1,3,2,2003,1,1,1,2,2,3,3,1,2, ,1,1,2,2,45,4,2,2,1,1,1,9,9, ,3,3,4.84375,1.58084502061698
202517,2,1,42025,42,1,2,S,1,1,2, , ,1,2,1,1,2,2,4,2,2,2,4,1,2008,2,1,2,1,1,1,1,1,2, ,3,1,1,1,47,3,2,1,6,3,1,1, , ,2,2,3.59375,1.17288501529647
202520,2,2,45081,45,3,1,S,2,2,1, , ,2,2,2, , ,8, ,9,6,6,6, ,8888,8,2,2,8,8,8,8,8,2, ,2,3,1,2,25,1,1,9,99,9,3,9,9, ,3,3,3.90625,1.2748750166266
202525,2,1,33013,33,1,2,R,1,1,1, , ,2,1,1,1,3,2, ,5,2,4,4,3,8888,1,2,2,2,1,1,1,1,1, ,3,1,2,2,31,8,2,1,7,4,1,3,2, ,3,3,4.78125,1.56044702035096
202534,2,1,4013,4,4,3,S,1,1,2, , ,2,2,1,1,2,1, ,1,2,2,4,2,2002,1,2,2,1,1,1,1,1,2, ,2,3,1,1,66,6,2,1,9,4,1,1, , ,3,3,2,.65273600851282
202541,2,2,48029,48,3,4,U,1,1,2, , ,2,8,1,1,2,3, ,1,3,2,3, ,2011,2,1,1,1,2,2,2,2,2, ,4,1,2,2,40,1,1,1,1,1,3,3,1, ,3,3,6.5625,2.14179002793269
202542,2,1,39153,39,2,4,U,1,1,1, , ,1,1,1,2,1,1,3,4,3,3,4, ,2000,1,2,2,1,4,3,2,1,1, ,2,1,2,2,64,3,2,1,6,3,1,3,1, ,2,2,2.75,.897512011705127
202546,2,1,45083,45,3,3,S,1,1,1, , ,2,2,2, , ,3, ,3,3,4,4, ,2004,1,2,1,1,2,1,1,1,2, ,1,2,2,1,22,3,2,1,4,2,2,3,9, ,3,3,3.28125,1.07089501396634
202553,2,1,26139,26,2,3,S,1,1,1, , ,1,1,1,1,4,2,4,2,2,2,6,2,1992,2,2,2,2,1,1,3,1,1, ,3,3,1,1,63,5,2,1,7,4,1,1, , ,2,2,3,.979104012769229
202555,2,1,8001,8,4,3,S,2,1,2, , ,2,8,1,2,2,3, ,4,4,4,4, ,2000,1,2,2,1,1,1,1,1,2, ,2,3,1,1,37,6,2,1,2,1,3,1, , ,3,3,3.34375,1.09129301423237
202559,2,1,37145,37,3,1,S,2,2,2, , ,1,1, , , ,1,3,1, , , , , , , , , , , , , ,1, ,2,3,2,1,50,3,2,2,1,1,1,3,2, ,2,2,2.625,.856716011173076
202561,2,1,9001,9,1,4,S,1,1,1, , ,1,1,1,1,2,2,4,3,2,3,4,2,1995,2,2,2,9,1,1,1,1,1, ,2,2,1,2,45,8,2,1,99,3,1,1, , ,2,2,2.46875,.805721010508012
202565,2,1,6029,6,4,1,S,1,1,1, , ,2,1,1,1,2,4, ,1,1,2,3,3,2003,1,2,2,1,1,1,1,1,1, ,1,1,2,1,22,6,2,2,7,4,3,2, , ,3,3,2.53125,.826119010774037
202588,2,1,47093,47,3,3,S,1,1,1, , ,2,2,1,1,3,4, ,1,1,1,2,1,1998,1,2,2,1,1,1,1,1,2, ,1,1,2,1,23,6,2,1,6,3,3,2, , ,3,3,2.40625,.785323010241986
202597,2,1,13051,13,3,3,U,1,1,2, , ,1,1,1,1,1,3,4,2,3,3,3, ,1985,2,2,2,2,8,8,1,1,1, ,5,1,2,1,56,6,2,1,9,4,1,1, , ,2,2,1.71875,.560945007315704
202601,2,1,9015,9,1,2,R,1,1,1, , ,1,1,1,1,1,2,3,2,1,1,3,1,2000,2,1,2,1,2,1,1,1,1, ,4,1,2,1,24,6,2,1,2,1,1,5,1, ,2,2,2.03125,.662935008645832
202605,2,1,40109,40,3,4,U,1,1,1, , ,1,1,1,1,4,4,4,3,3,2,4, ,2000,1,2,2,2,3,1,1,3,1, ,2,3,1,2,47,4,2,1,7,4,1,1, , ,2,2,3.15625,1.03009901343429
202608,2,1,40109,40,3,4,S,1,1,1, , ,1,1,1,1,2,2,2,2,1,2,4,3,1997,2,2,2,1,2,1,1,1,1, ,2,1,1,1,36,3,2,1,6,3,1,1, , ,2,2,3.5,1.14228801489743
202647,2,1,37183,37,3,4,U,1,1,1, , ,2,1,1,1,1,1, ,1,1,2,2,1,1995,1,1,1,1,1,1,1,1,1, ,2,1,2,2,24,4,2,1,4,2,3,3,1, ,3,3,5.53125,1.80522302354327
202665,2,1,13153,13,3,3,U,1,1,1, , ,2,1,1,2,3,4, ,2,1,3,4,1,2009,1,1,1,1,1,1,1,1,1, ,2,1,2,2,21,3,2,1,2,1,3,2, , ,3,3,3.78125,1.23407901609455
202681,2,1,39155,39,2,2,S,1,1,1, , ,2,1,1,1,1,1, ,2,1,2,4,2,2005,1,1,2,1,1,2,1,1,1, ,2,2,2,2,19,4,2,2,3,1,1,2, , ,3,3,6.125,1.99900402607051
202709,2,1,34027,34,1,4,S,1,1,1, , ,1,1,1,1,1,2,3,1,2,1,2,1,1998,1,1,2,1,1,1,2,1,1, ,3,2,2,2,19,4,2,1,99,4,1,1, , ,2,2,5.28125,1.72363102247916
202716,2,1,36047,36,1,5,U,1,1,1, , ,2,1,1,1,2,2, ,1,1,1,3,3,1995,1,2,2,1,1,3,1,1,1, ,1,1,2,1,30,8,2,1,9,4,1,2, , ,3,3,4.75,1.55024802021795
202728,2,1,34023,34,1,5,S,1,1,1, , ,2,2,1,2,2,4, ,2,1,1,3,1,2003,1,2,2,1,2,1,1,1,2, ,3,3,2,1,19,3,2,1,7,4,1,2, , ,3,3,4.6875,1.52985001995192
202732,2,2,37119,37,3,4,U,1,1,1, , ,2,1,1,1,2,2, ,1,2,2,1,2,2000,2,2,2,1,2,1,1,1,1, ,3,1,2,1,28,3,1,2,2,1,3,3,2, ,3,3,4.125,1.34626801755769
202733,2,1,36029,36,1,3,S,1,1,1, , ,2,1,1,1,2,4, ,1,1,1,8,2,2004,2,2,2,1,2,8,1,2,1, ,5,2,2,1,24,8,2,3,1,1,3,3,2, ,3,3,4.71875,1.54004902008493
202735,2,1,9003,9,1,4,S,1,1,1, , ,1,1,1,1,2,2,3,2,2,2,3,2,8888,1,2,2,2,1,1,1,1,1, ,2,3,2,2,61,5,2,1,8,4,1,2, , ,2,2,2.46875,.805721010508012
202738,2,1,47093,47,3,3,U,1,1,1, , ,2,1,1,1,1,3, ,3,3,3,3, ,1993,2,2,2,1,1,3,1,1,1, ,2,1,2,1,38,6,2,1,4,2,1,4,1, ,3,3,3.09375,1.00970101316827
202753,2,1,25017,25,1,4,U,1,1,1, , ,1,1,1,1,1,4,4,2,2,2,3,1,2002,1,1,1,1,1,2,1,1,1, ,4,2,2,1,20,4,2,1,7,4,1,3,2, ,2,2,5.15625,1.68283502194711
202756,2,1,18097,18,2,5,U,1,1,1, , ,2,1,1,2,1,3, ,1,1,1,1,1,1998,1,1,2,1,1,1,1,1,1, ,2,1,1,2,30,3,1,1,4,2,3,3,9, ,3,3,6.0625,1.97860602580448
202760,2,1,8059,8,4,3,S,1,2,2, , ,2,2, , , ,1, ,4, , , , , , , , , , , , , ,2, ,1,1,2,1,54,4,2,1,6,3,1,2, , ,3,3,5.28125,1.72363102247916
202765,2,1,31013,31,2,1,R,1,1,2, , ,1,1,1,1,2,4,4,4,1,2,4,2,1997,1,2,2,2,1,1,1,1,1, ,2,3,2,1,61,6,2,1,7,4,1,3,1, ,2,2,1.1875,.387562005054487
202767,2,1,12089,12,3,2,S,2,1,1, , ,2,2,2, , ,1, ,1,1,1,2,9,1971,2,2,2,1,4,1,1,1,2, ,3,3,2,1,75,1,2,2,2,1,1,1, , ,3,3,3.5625,1.16268601516346
202776,2,2,37183,37,3,4,U,1,1,1, , ,2,1,1,1,2,3, ,2,3,2,3, ,2003,1,1,2,1,1,1,1,1,1, ,3,1,1,1,25,1,1,1,4,2,3,2, , ,3,3,4.125,1.34626801755769
202777,2,1,42101,42,1,5,U,1,1,1, , ,2,2,1,1,2,1, ,1,1,2,3,2,2000,1,2,2,1,1,1,2,1,2, ,3,3,2,2,18,3,2,2,2,1,3,2, , ,3,3,6.46875,2.11119302753365
202781,2,2,6031,6,4,2,U,2,2,1, , ,2,2,2, , ,2, ,1,6,6,6, ,2013,2,2,2,1,1,3,3,3,2, ,2,1,1,1,37,3,1,1,3,1,3,1, , ,3,3,4.6875,1.52985001995192
202788,2,1,48029,48,3,4,U,1,1,2, , ,2,2,1,1,1,4, ,2,2,2,4,1,1995,1,2,2,1,5,1,8,1,2, ,1,1,2,2,60,6,2,1,3,1,2,2, , ,3,3,2.625,.856716011173076
202790,2,1,1031,1,3,1,R,1,1,1, , ,2,1,1,1,2,3, ,1,2,3,2,1,2000,2,2,2,1,1,1,1,1,1, ,2,1,1,1,25,4,2,2,6,3,1,2, , ,3,3,6.5625,2.14179002793269
202796,2,1,49035,49,4,4,S,1,1,1, , ,2,1,1,2,2,2, ,1,1,1,3,1,1992,1,2,2,1,1,1,1,1,1, ,2,1,2,1,53,8,2,1,8,4,1,1, , ,3,3,2.625,.856716011173076
202797,2,1,9009,9,1,4,S,1,1,1, , ,1,1,2, , ,1,4,1,4,2,4, ,2010,2,2,2,1,1,1,3,1,1, ,1,1,2,1,65,3,2,1,3,1,1,3,1, ,2,2,1.625,.530348006916666
202800,2,1,6037,6,4,5,S,1,1,2, , ,1,2,1,1,2,3,3,3,2,2,4,1,2000,1,1,2,1,2,3,2,3,2, ,2,2,1,2,43,6,2,1,6,3,1,1, , ,2,2,3.9375,1.28507401675961
202801,2,1,37081,37,3,3,U,1,1,1, , ,2,1,1,1,2,2, ,1,1,1,2,1,2007,1,2,2,1,1,1,1,1,1, ,4,3,2,2,20,4,2,1,9,4,1,1, , ,3,3,5.46875,1.78482502327724
